Loci,Samples,Length,Gap_Ratio,Observed_Res,Entropy,Pi,PD,PD_stem,PD_stem_SD,PD_terminal,PD_terminal_SD,Tree_Res,Total_GC
spacer-trnS_UGA-psbZ,257,1813,80.9163%,100.0000%,1.00000000,0.09898450,0.09658559,0.02027879,0.00008372,0.07630681,0.00020959,92.2179%,32.7740%
spacer-trnT-psbD,4,1795,28.3426%,100.0000%,1.00000000,0.50612813,0.21910412,0.02602560,0.00000000,0.19307852,0.02745088,25.0000%,27.5413%
spacer-trnT-trnL,4,1515,32.4587%,100.0000%,1.00000000,0.56600660,0.28361306,0.01825926,0.00000000,0.26535380,0.03140302,25.0000%,23.1126%
spacer-trnT-trnL_UAA,2,728,7.4176%,100.0000%,1.00000000,0.35164835,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,24.1098%
spacer-trnT_CGU-trnR_UCU,3,350,42.0000%,100.0000%,1.00000000,0.52476190,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,24.1379%
spacer-trnT_CGU-trnV_AAC,2,636,4.3239%,100.0000%,1.00000000,0.12893082,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,41.8242%
spacer-trnT_GGT-psbD,7,2184,32.1494%,100.0000%,1.00000000,0.41330891,0.19034644,0.07602481,0.01545774,0.11432163,0.00786820,57.1429%,29.5864%
spacer-trnT_GGU-atpE,4,318,23.9780%,100.0000%,1.00000000,0.39465409,0.14914141,0.01758671,0.00000000,0.13155470,0.02393087,25.0000%,31.3340%
spacer-trnT_GGU-psbD,261,11410,88.5720%,100.0000%,1.00000000,0.08498051,0.11027777,0.02275655,0.00009944,0.08752122,0.00021088,98.0843%,29.4432%
spacer-trnT_GGU-trnE_UUC,11,1342,50.5961%,100.0000%,1.00000000,0.45377320,0.34355361,0.04929544,0.00301523,0.29425816,0.01746995,72.7273%,27.0533%
spacer-trnT_GGU-trnL_UAA,2,799,17.7722%,100.0000%,1.00000000,0.68085106,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,30.1370%
spacer-trnT_TGT-trnL_TAA,5,1406,44.3812%,100.0000%,1.00000000,0.51059744,0.26319479,0.07819421,0.02127143,0.18500058,0.02306500,40.0000%,25.9335%
spacer-trnT_UGU-rps4,14,866,52.3425%,100.0000%,1.00000000,0.32606654,0.26217129,0.03899777,0.00255078,0.22317352,0.00885734,78.5714%,24.8356%
spacer-trnT_UGU-trnF_GAA,3,2097,30.1224%,100.0000%,1.00000000,0.61882054,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,30.7552%
spacer-trnT_UGU-trnL_UAA,257,7814,89.1737%,100.0000%,1.00000000,0.10582548,0.17634225,0.04110807,0.00013962,0.13523417,0.00032138,98.4436%,24.2139%
spacer-trnUNKNOWN_CUA-ccsA,2,107,3.7383%,100.0000%,1.00000000,0.25233645,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,27.1845%
spacer-trnUNKNOWN_UCA-psbZ,2,375,2.8000%,100.0000%,1.00000000,0.18666667,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,31.8244%
spacer-trnUNKNOWN_UUA-trnE_UUC,2,394,8.6294%,100.0000%,1.00000000,0.25380711,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,30.1389%
spacer-trnV-rrn16,3,231,1.2987%,100.0000%,1.00000000,0.04617605,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,44.0058%
spacer-trnV-trnM,3,190,7.3684%,100.0000%,1.00000000,0.17192982,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,27.6515%
spacer-trnV-trnM_CAU,2,168,1.7857%,100.0000%,1.00000000,0.16071429,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,29.3939%
spacer-trnV_AAC-ycf1,2,323,0.4644%,100.0000%,1.00000000,0.02476780,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,36.5474%
spacer-trnV_CAC-psbA,2,243,10.4938%,100.0000%,1.00000000,0.48148148,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,23.2184%
spacer-trnV_GAC-a6,2,227,0.0000%,100.0000%,1.00000000,0.01762115,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,43.8326%
spacer-trnV_GAC-ndhB,2,2643,22.5880%,100.0000%,1.00000000,0.54294362,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,38.6119%
spacer-trnV_GAC-rps12,6,2000,23.6333%,100.0000%,1.00000000,0.32313333,0.03694093,0.00783988,0.00243810,0.02910104,0.00229800,50.0000%,40.4736%
spacer-trnV_GAC-rps7,6,3765,36.8969%,100.0000%,1.00000000,0.39984064,0.10156600,0.00937689,0.00222450,0.09218911,0.01600720,50.0000%,39.1582%
spacer-trnV_GAC-rrn16,259,639,64.2987%,96.9112%,0.99055573,0.03986008,0.02094201,0.00385260,0.00002969,0.01708941,0.00013788,47.8764%,44.5689%
spacer-trnV_GAC-trnI_GAU,2,2148,3.2356%,100.0000%,1.00000000,0.11824953,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,53.5482%
spacer-trnV_GAC-trnV_UAC,2,481,6.1331%,100.0000%,1.00000000,0.26819127,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,28.7929%
spacer-trnV_TAC-trnM_CAT,2,188,7.1809%,100.0000%,1.00000000,0.30851064,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,33.5244%
spacer-trnV_UAC-accD,4,889,35.1800%,100.0000%,1.00000000,0.55999250,0.29542037,0.01483574,0.00000000,0.28058463,0.07849997,25.0000%,30.2386%
spacer-trnV_UAC-ndhC,11,1619,62.8502%,100.0000%,1.00000000,0.42481891,0.37476494,0.06421209,0.00436589,0.31055285,0.01773577,72.7273%,28.8089%
spacer-trnV_UAC-rbcL,3,617,41.3830%,100.0000%,1.00000000,0.62182604,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,32.8111%
spacer-trnV_UAC-trnF_GAA,3,190,45.6140%,100.0000%,1.00000000,0.56666667,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,25.8065%
spacer-trnV_UAC-trnM,3,199,10.3853%,100.0000%,1.00000000,0.27470687,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,30.0935%
spacer-trnV_UAC-trnM_CAT,2,194,5.1546%,100.0000%,1.00000000,0.24226804,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,25.8152%
spacer-trnV_UAC-trnM_CAU,238,776,77.0662%,100.0000%,1.00000000,0.09039151,0.08610757,0.01668710,0.00008540,0.06942047,0.00024062,82.3529%,30.2814%
spacer-trnW-trnP,4,201,14.9254%,100.0000%,1.00000000,0.40547264,0.19963224,0.02535735,0.00000000,0.17427488,0.03143613,25.0000%,28.2164%
spacer-trnW_CCA-petG,14,197,36.2582%,100.0000%,1.00000000,0.35527417,0.23944683,0.07478183,0.00919590,0.16466500,0.01135689,78.5714%,32.2526%
spacer-trnW_CCA-psaJ,2,400,5.1250%,100.0000%,1.00000000,0.25250000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,27.0092%
spacer-trnW_CCA-rps18,2,383,37.2063%,100.0000%,1.00000000,0.87206266,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,28.7942%
spacer-trnW_CCA-trnP_GGG,3,180,10.7407%,100.0000%,1.00000000,0.39629630,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,33.1950%
spacer-trnW_CCA-trnP_TGG,8,218,28.0390%,100.0000%,1.00000000,0.38695937,0.19436084,0.06138797,0.00676665,0.13297288,0.01116908,62.5000%,29.8805%
spacer-trnW_CCA-trnP_UGG,267,1169,85.4464%,100.0000%,1.00000000,0.08587835,0.12021373,0.02498807,0.00010152,0.09522566,0.00025242,86.5169%,29.7149%
spacer-trnY-trnE,5,64,6.2500%,100.0000%,1.00000000,0.11562500,0.05052008,0.00349648,0.00000000,0.04702361,0.00657471,20.0000%,36.3333%
spacer-trnY_GTA-trnE_TTC,8,69,11.4130%,100.0000%,1.00000000,0.15786749,0.06166645,0.01354701,0.00236787,0.04811944,0.00603231,50.0000%,36.8098%
spacer-trnY_GUA-trnD_GUC,16,600,50.2083%,100.0000%,1.00000000,0.48951389,0.30656554,0.05434877,0.00330163,0.25221677,0.00973766,81.2500%,30.7322%
spacer-trnY_GUA-trnE_UUC,267,338,81.6324%,95.1311%,0.98554069,0.05316263,0.05888448,0.01371584,0.00006759,0.04516864,0.00021906,51.3109%,35.2980%
spacer-trnY_GUA-trnH_AUG,2,189,2.3810%,100.0000%,1.00000000,0.13756614,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,27.9133%
spacer-ycf1-ndhF,61,3222,93.7301%,100.0000%,1.00000000,0.10631960,0.27060133,0.10287528,0.00181300,0.16772604,0.00272368,90.1639%,23.2817%
spacer-ycf1-rpl32,4,462,59.8485%,100.0000%,1.00000000,0.55483405,0.39622229,0.01529407,0.00000000,0.38092823,0.00986324,25.0000%,21.1590%
spacer-ycf1-rps15,36,1860,77.8226%,100.0000%,1.00000000,0.17527394,0.24801312,0.03947921,0.00066884,0.20853391,0.00373866,91.6667%,26.6397%
spacer-ycf1-trnL_UAG,2,1335,43.7828%,100.0000%,1.00000000,0.92659176,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,24.9167%
spacer-ycf1-trnN_GTT,3,354,6.3089%,100.0000%,1.00000000,0.16854991,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,38.3920%
spacer-ycf1-trnN_GUU,85,3666,88.0386%,100.0000%,1.00000000,0.07686073,0.04881907,0.01306136,0.00037549,0.03575770,0.00099345,77.6471%,35.6934%
spacer-ycf10-petA,2,257,7.9767%,100.0000%,1.00000000,0.36575875,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,29.5983%
spacer-ycf15-trnL_CAA,66,1357,66.9771%,100.0000%,1.00000000,0.23838235,0.04907196,0.00863009,0.00035072,0.04044188,0.00121503,68.1818%,43.6672%
spacer-ycf15-trnV_GAC,14,880,26.4286%,100.0000%,1.00000000,0.19239510,0.03209933,0.00545011,0.00055114,0.02664922,0.00100442,78.5714%,40.7877%
spacer-ycf15-ycf2,3,147,33.1066%,100.0000%,1.00000000,0.52154195,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,44.0678%
spacer-ycf2-ndhB,2,1703,31.1803%,100.0000%,1.00000000,0.66881973,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,40.7850%
spacer-ycf2-rpl23,2,327,0.6116%,100.0000%,1.00000000,0.01834862,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,38.0000%
spacer-ycf2-trnI_CAU,15,557,74.7457%,80.0000%,0.88473549,0.26254595,0.20559314,0.08783193,0.01288742,0.11776121,0.01327529,46.6667%,30.6635%
spacer-ycf2-trnL,3,975,16.5812%,100.0000%,1.00000000,0.33504274,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,41.8852%
spacer-ycf2-trnL_CAA,204,7694,89.2377%,100.0000%,1.00000000,0.06788297,0.03430314,0.00662190,0.00010510,0.02768124,0.00027472,80.3922%,41.5044%
spacer-ycf2-trnM_CAU,3,220,43.0303%,100.0000%,1.00000000,0.52575758,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,30.8511%
spacer-ycf2-ycf15,66,2129,92.8726%,95.4545%,0.98306749,0.05701222,0.03158659,0.00639669,0.00013337,0.02518990,0.00105738,53.0303%,42.4863%
spacer-ycf3-psaA,8,1636,52.2693%,100.0000%,1.00000000,0.33513797,0.19667701,0.01921126,0.00066963,0.17746575,0.01200177,62.5000%,29.7423%
spacer-ycf3-rps4,2,1106,30.7414%,100.0000%,1.00000000,0.74954792,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,30.6789%
spacer-ycf3-trnG_UCC,2,1217,6.1216%,100.0000%,1.00000000,0.21117502,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,34.0919%
spacer-ycf3-trnS,7,1138,45.5687%,100.0000%,1.00000000,0.46296761,0.19916423,0.02731537,0.00128190,0.17184885,0.01573095,57.1429%,30.6042%
spacer-ycf3-trnS_GCU,8,1142,33.8222%,100.0000%,1.00000000,0.46334751,0.21401755,0.02338867,0.00294744,0.19062887,0.01868584,62.5000%,29.2590%
spacer-ycf3-trnS_GGA,245,4643,85.7307%,100.0000%,1.00000000,0.12063736,0.11321272,0.02340798,0.00010351,0.08980475,0.00027786,96.3265%,29.9101%
spacer-ycf4-cemA,259,4464,84.3839%,100.0000%,1.00000000,0.13991572,0.12717943,0.02574190,0.00010867,0.10143753,0.00032851,97.6834%,30.3860%
spacer-ycf4-petA,2,1977,37.2281%,100.0000%,1.00000000,0.86039454,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,34.4077%
spacer-ycf4-psaI,13,641,42.4817%,100.0000%,1.00000000,0.41979679,0.23322338,0.03289313,0.00267386,0.20033025,0.00769641,76.9231%,31.4625%
spacer-ycf68-rrn16,9,633,27.2951%,100.0000%,1.00000000,0.16254169,0.05103401,0.00651771,0.00079662,0.04451630,0.00424674,66.6667%,51.2071%
spacer-ycf68-trnA_UGC,7,893,34.8584%,100.0000%,1.00000000,0.17757159,0.01488924,0.00239121,0.00050248,0.01249803,0.00109246,42.8571%,48.5756%
tRNA-trnA,7,74,1.1583%,28.5714%,0.21075810,0.00386100,0.00000043,0.00000014,0.00000006,0.00000029,0.00000006,14.2857%,56.2500%
tRNA-trnA_AGC,2,88,0.5682%,100.0000%,1.00000000,0.03409091,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,50.8571%
tRNA-tRNA_Ala,3,73,0.0000%,33.3333%,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,56.1644%
tRNA-tRNA_Arg,2,75,2.0000%,100.0000%,1.00000000,0.04000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,42.8571%
tRNA-tRNA_Asn,3,73,0.9132%,100.0000%,1.00000000,0.03652968,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,53.4562%
tRNA-tRNA_Asp,2,74,0.0000%,100.0000%,1.00000000,0.01351351,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,61.4865%
tRNA-tRNA_Cys,2,81,6.1728%,100.0000%,1.00000000,0.13580247,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,57.8947%
tRNA-trnA_GGC,2,71,0.0000%,100.0000%,1.00000000,0.01408451,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,50.0000%
tRNA-tRNA_Gln,2,72,0.0000%,100.0000%,1.00000000,0.01388889,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,59.7222%
tRNA-tRNA_Gly,3,71,0.4695%,100.0000%,1.00000000,0.02816901,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,52.8302%
tRNA-tRNA_His,2,75,0.0000%,100.0000%,1.00000000,0.02666667,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,57.3333%
tRNA-tRNA_Ile,3,74,0.0000%,33.3333%,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,45.9459%
tRNA-tRNA_Leu,3,87,2.6820%,100.0000%,1.00000000,0.06896552,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,48.0315%
tRNA-tRNA_Lys,2,72,0.0000%,100.0000%,1.00000000,0.04166667,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,52.0833%
tRNA-tRNA_Met,2,74,0.0000%,50.0000%,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,55.4054%
tRNA-tRNA_Pro,2,74,0.0000%,100.0000%,1.00000000,0.01351351,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,49.3243%
tRNA-tRNA_Ser,2,88,0.0000%,100.0000%,1.00000000,0.02272727,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,52.2727%
tRNA-trnA_TGC,7,73,0.0000%,28.5714%,0.21075810,0.00391389,0.00198739,0.00000014,0.00000006,0.00198725,0.00069533,14.2857%,56.3601%
tRNA-tRNA_Thr,2,72,0.0000%,100.0000%,1.00000000,0.01388889,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,48.6111%
tRNA-tRNA_Trp,2,74,0.0000%,50.0000%,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,51.3514%
tRNA-tRNA_Tyr,2,84,0.0000%,100.0000%,1.00000000,0.01190476,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,55.3571%
tRNA-trnA_UGC,283,122,40.0133%,11.6608%,0.23253419,0.02372125,0.00838971,0.00453326,0.00015975,0.00385646,0.00016240,9.1873%,56.1924%
tRNA-tRNA_Val,3,76,3.5088%,100.0000%,1.00000000,0.06140351,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,50.9091%
tRNA-trnC,5,75,5.6000%,100.0000%,1.00000000,0.10533333,0.02999481,0.00915162,0.00104326,0.02084319,0.00473039,40.0000%,60.7345%
tRNA-trnC_ACA,7,76,3.0075%,85.7143%,0.89822652,0.22869674,0.09554815,0.09317554,0.03841152,0.00237261,0.00054230,57.1429%,51.9380%
tRNA-trnC_GCA,298,89,17.9587%,52.0134%,0.77225981,0.08620072,0.01076509,0.00646410,0.00016506,0.00430099,0.00003451,31.8792%,58.8676%
tRNA-trnD,5,74,0.0000%,60.0000%,0.59043628,0.01351351,0.00545888,0.00272430,0.00136195,0.00273458,0.00109363,40.0000%,61.3514%
tRNA-trnD_AUC,2,72,0.0000%,100.0000%,1.00000000,0.01388889,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,59.0278%
tRNA-trnD_GTC,8,74,0.0000%,25.0000%,0.18118815,0.01351351,0.00704746,0.00000012,0.00000005,0.00704734,0.00233064,12.5000%,61.9932%
tRNA-trnD_GUC,286,104,28.7419%,17.1329%,0.38221607,0.01893916,0.00513106,0.00363337,0.00014883,0.00149769,0.00002360,12.5874%,61.9722%
tRNA-trnE,5,73,0.0000%,40.0000%,0.31091751,0.00547945,0.00278280,0.00000020,0.00000010,0.00278260,0.00111294,20.0000%,59.1781%
tRNA-trnE_TTC,9,73,0.0000%,55.5556%,0.64948347,0.01674277,0.00616241,0.00307510,0.00076872,0.00308730,0.00064165,33.3333%,58.7519%
tRNA-trnE_UUC,287,87,16.0639%,24.7387%,0.51813122,0.03837766,0.01213330,0.00624674,0.00019881,0.00588657,0.00014231,18.8153%,58.2832%
tRNA-trnF,5,73,0.0000%,80.0000%,0.82772938,0.03561644,0.01416850,0.00859511,0.00146804,0.00557340,0.00136497,40.0000%,51.2329%
tRNA-trnfM,3,74,0.0000%,66.6667%,0.57938016,0.05405405,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,56.3063%
tRNA-trnfM_AUG,2,74,0.0000%,100.0000%,1.00000000,0.02702703,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,56.0811%
tRNA-trnfM_CAT,4,74,0.0000%,100.0000%,1.00000000,0.05855856,0.03177790,0.00327171,0.00000000,0.02850619,0.00559947,25.0000%,56.4189%
tRNA-trnfM_CAU,244,78,5.4750%,35.2459%,0.62186436,0.04405403,0.00750035,0.00254126,0.00002987,0.00495909,0.00006106,20.4918%,55.9978%
tRNA-trnF_AAA,3,87,11.4943%,66.6667%,0.57938016,0.39846743,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,52.3810%
tRNA-trnF_GAA,296,90,18.9489%,19.9324%,0.41993905,0.02973075,0.01281660,0.01083140,0.00058914,0.00198520,0.00003407,13.5135%,51.2458%
tRNA-trnG,12,76,7.3465%,58.3333%,0.63947147,0.11064593,0.05007364,0.00237730,0.00056035,0.04769634,0.00869469,25.0000%,52.6627%
tRNA-trnG_ACC,2,72,0.0000%,50.0000%,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,48.6111%
tRNA-trnG_GCC,257,92,23.0587%,29.5720%,0.59317147,0.07826609,0.00612653,0.00335462,0.00007731,0.00277191,0.00003604,19.4553%,51.0224%
tRNA-trnG_TCC,4,72,1.3889%,75.0000%,0.75000000,0.02083333,0.00354466,0.00000000,nan,0.00354466,0.00153445,0.0000%,54.2254%
tRNA-trnG_UCC,243,103,30.9601%,23.8683%,0.42086561,0.08780030,0.00828799,0.00578226,0.00016836,0.00250573,0.00004366,16.0494%,52.9803%
tRNA-trnH,6,75,0.4444%,50.0000%,0.48419626,0.02488889,0.00690087,0.00227759,0.00107355,0.00462328,0.00108970,33.3333%,56.6964%
tRNA-trnH_AUG,2,73,0.0000%,100.0000%,1.00000000,0.01369863,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,40.4110%
tRNA-trnH_GTG,8,76,2.4671%,87.5000%,0.91666667,0.05169173,0.01929486,0.00343121,0.00000076,0.01586365,0.00277261,25.0000%,56.6610%
tRNA-trnH_GUG,282,88,15.5505%,32.6241%,0.56485140,0.03020207,0.00393432,0.00138015,0.00001514,0.00255417,0.00003110,18.4397%,56.7782%
tRNA-trnI,20,79,7.4684%,40.0000%,0.56489743,0.19700200,0.04253530,0.03891467,0.00905281,0.00362063,0.00060139,35.0000%,56.8399%
tRNA-trnI_AAU,2,97,10.3093%,100.0000%,1.00000000,0.59793814,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,49.4253%
tRNA-trnI_CAU,247,79,6.3394%,12.5506%,0.25127596,0.01763552,0.00190154,0.00067091,0.00001240,0.00123063,0.00002627,7.2874%,45.9729%
tRNA-trnI_GAT,6,77,3.0303%,66.6667%,0.69342640,0.04675325,0.00463332,0.00000017,0.00000000,0.00463315,0.00109196,16.6667%,59.8214%
tRNA-trnI_GAU,264,108,31.6463%,12.8788%,0.33784242,0.04141542,0.00414164,0.00219437,0.00006414,0.00194727,0.00005763,9.4697%,59.5772%
tRNA-trnK,11,75,3.7576%,54.5455%,0.69753899,0.03054545,0.00784347,0.00382560,0.00062464,0.00401787,0.00115475,45.4545%,54.1562%
tRNA-trnK_TTT,6,72,0.0000%,33.3333%,0.25146300,0.00462963,0.00234623,0.00000017,0.00000008,0.00234606,0.00087425,16.6667%,55.3241%
tRNA-trnK_UUU,272,98,26.8758%,22.7941%,0.44734039,0.02983011,0.00411072,0.00285963,0.00008912,0.00125109,0.00002230,12.5000%,54.5762%
tRNA-trnL,5,85,2.1176%,100.0000%,1.00000000,0.30235294,0.17055288,0.07007682,0.03267322,0.10047606,0.02268195,40.0000%,50.2404%
tRNA-trnL_CAA,297,91,11.0149%,13.8047%,0.30964448,0.02215452,0.00724846,0.00321199,0.00012759,0.00403648,0.00017542,8.4175%,51.4137%
tRNA-trnL_GAG,4,81,0.0000%,25.0000%,0.00000000,0.00000000,0.00000075,0.00000025,0.00000000,0.00000050,0.00000012,25.0000%,50.6173%
tRNA-trnL_TAA,6,88,4.5455%,66.6667%,0.74209813,0.23712121,0.51650212,0.00585383,0.00097952,0.51064829,0.19030701,33.3333%,41.2698%
tRNA-trnL_TAG,8,80,0.0000%,87.5000%,0.91666667,0.02366071,0.00948133,0.00315573,0.00000244,0.00632560,0.00079060,25.0000%,57.0312%
tRNA-trnL_UAA,283,440,80.2963%,38.1625%,0.62610567,0.01280093,0.00402858,0.00191997,0.00001751,0.00210861,0.00002169,25.0883%,47.6136%
tRNA-trnL_UAG,285,120,33.2339%,22.4561%,0.52776509,0.02139507,0.00391102,0.00153999,0.00001516,0.00237103,0.00002894,20.0000%,56.9326%
tRNA-trnM,9,75,2.2222%,77.7778%,0.83333333,0.28333333,0.15198245,0.10271622,0.02952080,0.04926623,0.01336259,44.4444%,45.3030%
tRNA-trnM_CAT,9,75,2.2222%,88.8889%,0.92989669,0.35296296,0.17520561,0.13496586,0.03113815,0.04023974,0.01027609,55.5556%,46.9697%
tRNA-trnM_CAU,285,93,21.8148%,28.4211%,0.60350372,0.16117501,0.00968584,0.00743762,0.00020718,0.00224822,0.00003054,21.4035%,43.3914%
tRNA-trnN,6,72,0.0000%,83.3333%,0.87104906,0.02962963,0.01424674,0.00468016,0.00000007,0.00956658,0.00265927,33.3333%,53.2407%
tRNA-trnN_GTT,7,72,0.0000%,85.7143%,0.89822652,0.02777778,0.01213445,0.00202052,0.00000000,0.01011393,0.00141953,14.2857%,53.5714%
tRNA-trnN_GUU,286,82,12.0501%,18.8811%,0.43873421,0.02396384,0.00342361,0.00122678,0.00001579,0.00219683,0.00004241,12.2378%,53.6362%
tRNA-trnP,4,74,0.0000%,50.0000%,0.40563906,0.00675676,0.00342824,0.00000025,0.00000000,0.00342799,0.00148422,25.0000%,48.3108%
tRNA-trnP_GGG,15,74,3.6036%,33.3333%,0.45395621,0.02213642,0.00472317,0.00092718,0.00029134,0.00379599,0.00073155,20.0000%,50.7477%
tRNA-trnP_TGG,8,75,1.1667%,50.0000%,0.51626498,0.01238095,0.00342423,0.00171283,0.00074161,0.00171140,0.00056585,25.0000%,48.3980%
tRNA-trnP_UGG,286,86,13.8315%,14.3357%,0.31291606,0.01857327,0.00479760,0.00341001,0.00016706,0.00138759,0.00002291,9.0909%,48.7874%
tRNA-trnQ,6,75,3.7778%,100.0000%,1.00000000,0.08977778,0.03953513,0.00307997,0.00079755,0.03645515,0.01184768,33.3333%,58.4296%
tRNA-trnQ_TTG,7,72,0.0000%,85.7143%,0.89822652,0.04828042,0.01830425,0.01016219,0.00195117,0.00814207,0.00147644,42.8571%,59.3254%
tRNA-trnQ_UUG,287,96,24.8258%,44.5993%,0.69667111,0.04638451,0.01431006,0.00766087,0.00031155,0.00664918,0.00005243,26.8293%,59.6852%
tRNA-trnR,7,72,0.0000%,42.8571%,0.49113259,0.01058201,0.00399726,0.00199867,0.00094208,0.00199858,0.00069918,28.5714%,42.6587%
tRNA-trnR_ACG,294,81,8.5370%,8.1633%,0.15709600,0.00664937,0.00128056,0.00036535,0.00000775,0.00091522,0.00002187,5.4422%,62.1597%
tRNA-trnR_TCT,9,72,0.0000%,33.3333%,0.31118299,0.00925926,0.00474096,0.00000011,0.00000004,0.00474085,0.00105633,11.1111%,42.9012%
tRNA-trnR_UCU,280,92,21.6654%,13.9286%,0.25278966,0.01018611,0.00244648,0.00082721,0.00001181,0.00161927,0.00002792,8.5714%,42.8812%
tRNA-trnS,10,93,4.5161%,100.0000%,1.00000000,0.20047790,0.07579274,0.05488814,0.01008235,0.02090460,0.00200956,60.0000%,50.6757%
tRNA-trnS_AGA,3,88,12.1212%,100.0000%,1.00000000,0.37500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.0000%,44.8276%
tRNA-trnS_CGA,22,125,29.4182%,54.5455%,0.71045666,0.10192208,0.00301380,0.00250957,0.00042020,0.00050424,0.00010474,36.3636%,49.6651%
tRNA-trnS_GCT,7,88,0.9740%,85.7143%,0.89822652,0.08603896,0.03093167,0.01065167,0.00198817,0.02028000,0.00348087,42.8571%,51.4754%
tRNA-trnS_GCU,282,107,17.7172%,60.2837%,0.82989063,0.04141767,0.01066538,0.00364979,0.00002980,0.00701559,0.00007325,36.5248%,51.5386%
